580
336, 540
294, 503
304, 514
293, 138
302, 126
310, 136
343, 544
254, 143
303, 552
321, 531
302, 177
322, 575
299, 503
317, 147
330, 534
295, 500
279, 138
313, 552
288, 498
321, 546
320, 566
323, 119
340, 132
280, 110
269, 99
301, 137
308, 524
302, 102
346, 132
321, 509
313, 548
310, 97
356, 549
290, 567
300, 500
278, 129
241, 143
332, 496
293, 532
289, 116
291, 534
325, 158
295, 140
265, 147
291, 514
294, 123
320, 143
262, 507
308, 507
314, 101
312, 89
347, 112
304, 132
330, 540
284, 506
343, 509
262, 501
267, 143
327, 523
296, 469
301, 158
300, 151
299, 530
328, 147
299, 551
245, 115
256, 517
297, 128
328, 538
324, 548
339, 510
335, 136
314, 149
305, 133
331, 161
319, 542
273, 178
279, 193
304, 468
311, 138
295, 561
338, 144
314, 493
311, 559
343, 500
283, 519
334, 557
307, 134
276, 111
274, 523
338, 553
312, 112
331, 492
246, 508
344, 511
299, 533
316, 125
288, 147
300, 539
273, 147
326, 473
363, 548
326, 162
333, 542
330, 571
294, 524
266, 117
347, 501
314, 109
305, 531
300, 144
274, 534
283, 539
336, 520
322, 135
308, 546
290, 566
326, 578
259, 150
300, 101
269, 509
316, 544
262, 107
288, 139
343, 561
306, 99
331, 126
328, 126
304, 538
327, 507
300, 92
297, 121
279, 142
265, 168
324, 540
294, 151
297, 508
286, 537
280, 112
321, 490
256, 491
339, 158
311, 100
326, 129
292, 134
267, 512
301, 114
270, 106
318, 533
311, 536
322, 146
312, 584
323, 504
305, 115
329, 539
289, 156
323, 169
346, 499
269, 164
281, 474
341, 512
285, 499
320, 152
278, 531
335, 507
272, 497
290, 140
308, 518
296, 536
295, 572
265, 521
284, 532
344, 507
253, 480
302, 118
271, 515
360, 477
300, 536
320, 143
312, 121
295, 138
312, 154
281, 534
335, 512
270, 556
318, 488
328, 155
321, 140
323, 518
318, 140
309, 497
302, 509
305, 99
310, 525
305, 588
351, 545
321, 536
307, 121
326, 520
345, 143
371, 524
315, 529
341, 124
293, 143
329, 534
271, 527
346, 536
327, 525
284, 152
323, 141
330, 497
309, 142
306, 139
302, 489
280, 126
304, 555
280, 95
345, 518
301, 97
297, 171
295, 570
317, 527
345, 186
321, 102
302, 545
317, 568
286, 137
280, 134
293, 542
353, 508
306, 512
285, 534
331, 511
300, 541
319, 107
297, 120
304, 582
302, 100
338, 505
304, 529
344, 502
318, 511
299, 491
286, 550
294, 123
313, 499
314, 131
308, 99
311, 128
317, 535
269, 505
296, 122
312, 105
368, 532
274, 143
308, 498
295, 476
319, 539
302, 515
311, 140
301, 539
311, 162
302, 142
301, 182
298, 152
307, 140
355, 584
309, 528
321, 482
327, 543
293, 124
310, 185
300, 122
343, 494
288, 110
304, 555
272, 144
306, 111
301, 145
291, 116
311, 134
280, 180
327, 158
319, 117
285, 107
263, 137
284, 105
266, 534
322, 512
342, 108
340, 519
316, 179
302, 90
330, 506
302, 150
337, 534
293, 129
284, 88
256, 512
314, 542
320, 141
282, 553
320, 512
296, 510
313, 523
311, 158
300, 147
272, 157
291, 96
291, 594
308, 536
294, 125
348, 501
328, 77
274, 111
326, 136
330, 471
321, 114
292, 525
271, 142
256, 134
253, 141
304, 125
286, 153
340, 535
319, 491
303, 150
333, 167
309, 171
308, 516
319, 550
276, 118
294, 137
296, 123
287, 533
282, 155
295, 533
271, 526
319, 141
296, 505
286, 136
305, 528
320, 165
300, 517
270, 133
308, 573
291, 124
324, 544
289, 132
301, 485
273, 498
308, 492
332, 525
293, 167
273, 558
326, 504
302, 99
317, 548
316, 138
308, 133
327, 533
303, 133
306, 543
325, 112
297, 518
313, 535
304, 176
316, 561
281, 543
301, 545
362, 143
268, 505
327, 163
278, 128
263, 155
269, 538
281, 523
307, 156
293, 521
312, 128
300, 89
317, 133
280, 166
295, 104
267, 467
325, 466
301, 519
284, 546
291, 130
262, 117
259, 119
318, 558
325, 538
298, 541
301, 512
277, 164
292, 522
298, 121
284, 115
311, 509
315, 500
333, 152
290, 134
320, 542
322, 136
291, 176
316, 108
289, 112
309, 555
314, 134
277, 126
291, 527
303, 563
287, 566
319, 520
343, 534
264, 176
289, 159
303, 144
295, 146
330, 143
280, 139
280, 509
318, 538
293, 493
303, 513
301, 157
319, 484
307, 110
268, 498
265, 473
333, 141
295, 519
305, 124
327, 546
316, 134
313, 568
291, 537
297, 129
322, 147
303, 529
366, 514
314, 144
309, 506
335, 533
280, 527
273, 562
308, 534
305, 133
269, 534
318, 136
298, 131
329, 138
323, 134
289, 483
309, 581
375, 534
304, 491
289, 131
329, 510
286, 496
308, 119
293, 539
282, 512
287, 135
330, 130
313, 564
279, 513
294, 133
292, 489
317, 507
310, 563
315, 85
338, 489
310, 154
316, 564
335, 530
297, 128
317, 134
247, 136
300, 131
356, 561
337, 503
340, 136
304, 519
325, 116
288, 516
332, 517
292, 144
303, 501
299, 485
298, 530
308, 129
313, 505
318, 501
312, 518
307, 521
306, 88
275, 110
253, 135
251, 99
253, 156
296, 570
327, 527
300, 558
310, 512
298, 129
306, 549
311, 176
318, 524
312, 151
289, 536
302, 516
271, 525
331, 142
321, 485
324, 553
292, 529
315, 528
314, 138
293, 527
335, 527
295, 75
273, 154
297, 138
273, 122
299, 518
283, 135
305, 523
365, 525
317, 521
300, 129
313, 483
309, 529
259, 80
323, 110
334, 143
304, 122
334, 132
239, 530
298, 132
332, 157
318, 508
320, 174
343, 526
337, 539
337, 518
269, 526
317, 504
312, 532
281, 135
281, 535
351, 556
268, 511
318, 508
327, 154
324, 527
279, 555
315, 531
305, 497
322, 121
